Transaction ID,Date,Product Category,Product Subcategory,Quantity,Price per Unit,Total Sales,Cost of Goods Sold,Marketing Expense,Shipping Expense,Discount Applied,Customer ID,Region,Profit,Tax,Payment Method,Day of Week,Month,Quarter,Customer Segment,Sales Channel,Product Rating
926205,23-01-2023,Fashion,Shoes,1,37389.98,37389.98,26496.01,3149.88,187.7,5%,5630,Uttarakhand,7556.39,2265.2,Cash,Monday,January,Q1,High-Value,Offline,1.13
947009,18-05-2023,Home & Kitchen,Cookware,3,23096.96,69290.88,46488.55,6077,669.4,10%,5152,Madhya Pradesh,16055.93,6314.21,UPI,Thursday,May,Q2,Low-Value,Retail Store,3.94
161569,12-02-2023,Home & Kitchen,Appliances,2,8769.04,17538.08,12040.99,1508.36,643.86,5%,1924,Maharastra,3344.87,2424.01,UPI,Sunday,February,Q1,Mid-Value,Retail Store,4.49
145603,05-01-2023,Home & Kitchen,Furniture,2,14770.29,29540.58,19044.46,2069.31,404.58,10%,6479,Madhya Pradesh,8022.23,2676.31,Credit Card,Thursday,January,Q1,High-Value,Online,4.09
682804,27-01-2023,Electronics,Audio Player,2,11306.11,22612.22,15427.98,1188.12,227.82,5%,5987,Uttarakhand,5768.3,1697.84,Debit Card,Friday,January,Q1,High-Value,Retail Store,2.61
492304,18-02-2023,Fashion,Shoes,4,20316.66,81266.64,52667.48,7269.83,885.25,No Discount,9023,Gujrat,20444.08,11744.06,Credit Card,Saturday,February,Q1,Low-Value,Offline,1.86
559556,30-01-2023,Fashion,Accessories,1,40325.75,40325.75,26668.02,2364.19,57.71,5%,1875,Madhya Pradesh,11235.83,4989.74,UPI,Monday,January,Q1,Low-Value,Online,1.99
343976,05-07-2023,Home & Kitchen,Decor,5,14115.32,70576.6,42955.34,6278.48,2242.79,5%,2935,Gujrat,19099.99,5466.35,Credit Card,Wednesday,July,Q3,Mid-Value,Offline,4.45
748671,25-09-2023,Home & Kitchen,Appliances,4,46661.38,186645.52,143850.67,14999.96,442.27,10%,2154,Uttarakhand,27352.62,25620.07,Cash,Monday,September,Q3,Mid-Value,Online,3.53
246892,27-01-2023,Electronics,Mobiles,5,26637.72,133188.6,88651.51,8523.22,1104.97,10%,6688,Himachal Pradesh,34908.9,17595.19,Credit Card,Friday,January,Q1,Mid-Value,Offline,3.32
375969,13-07-2023,Home & Kitchen,Cookware,5,25842.37,129211.85,91280.83,8432.57,1863.91,10%,9064,Madhya Pradesh,27634.54,8692.45,Debit Card,Thursday,July,Q3,Low-Value,Online,3.22
414300,23-04-2023,Beauty,Fragrances,4,14037.92,56151.68,43935.98,4394.58,349.25,10%,9772,Gujrat,7471.87,4577.9,UPI,Sunday,April,Q2,Mid-Value,Offline,3.5
849975,10-01-2023,Beauty,Fragrances,2,41430.31,82860.62,49848.24,4881.98,117.75,10%,5320,Gujrat,28012.65,9687.27,Credit Card,Tuesday,January,Q1,Low-Value,Offline,4.17
803940,15-12-2023,Fashion,Shoes,1,42708.62,42708.62,30724.85,3906.91,440.93,No Discount,1333,Maharastra,7635.93,5380.36,Cash,Friday,December,Q4,High-Value,Retail Store,2.89
664328,09-06-2023,Fashion,Clothing,5,6593.94,32969.7,20185.27,2109.8,965.06,10%,9134,Uttarakhand,9709.57,3046.53,Cash,Friday,June,Q2,Low-Value,Retail Store,1.29
928409,10-10-2023,Fashion,Accessories,5,11024.1,55120.5,42547.23,4920.06,1553.57,10%,7295,Punjab,6099.64,3804.52,Credit Card,Tuesday,October,Q4,Low-Value,Online,2.05
704603,08-10-2023,Fashion,Accessories,5,30095.19,150475.95,96592.56,10955.69,1959.54,15%,9367,Maharastra,40968.16,12089.79,UPI,Sunday,October,Q4,Low-Value,Retail Store,4.79
135017,10-03-2023,Home & Kitchen,Appliances,3,49565.94,148697.82,96876.53,9456.11,1189.61,5%,2969,Haryana,41175.57,7743.44,Debit Card,Friday,March,Q1,High-Value,Online,1
632332,09-05-2023,Electronics,Laptops,3,15151.17,45453.51,32345.44,3637.32,547.76,5%,3747,Gujrat,8922.99,5376.39,Cash,Tuesday,May,Q2,Mid-Value,Online,1.43
367862,23-08-2023,Beauty,Skincare,3,5712.3,17136.9,13702.44,1389.48,1335.81,5%,5550,Madhya Pradesh,709.17,2555.5,Credit Card,Wednesday,August,Q3,Mid-Value,Retail Store,1.23
622431,13-10-2023,Home & Kitchen,Appliances,1,24557.13,24557.13,19281.42,1837.15,466.88,10%,2478,Gujrat,2971.68,2068.65,Debit Card,Friday,October,Q4,Low-Value,Online,3.53
446352,26-01-2023,Electronics,Audio Player,1,23970.8,23970.8,16559.86,1692.32,111.82,5%,4936,Haryana,5606.8,2005.72,Cash,Thursday,January,Q1,Low-Value,Online,2.85
392608,05-10-2023,Beauty,Makeup,5,19688.01,98440.05,69066.47,5279.36,797.98,10%,9296,Punjab,23296.24,14231.02,Cash,Thursday,October,Q4,Low-Value,Retail Store,4.38
394167,29-01-2023,Home & Kitchen,Appliances,4,45232.41,180929.64,130400.95,12414.31,394.27,No Discount,3572,Madhya Pradesh,37720.11,24406.77,Credit Card,Sunday,January,Q1,Mid-Value,Retail Store,3.7
537128,17-08-2023,Home & Kitchen,Cookware,1,36037.7,36037.7,28470.9,2265.01,118.52,5%,2470,Haryana,5183.27,3525.08,UPI,Thursday,August,Q3,Low-Value,Offline,1.86
253153,19-06-2023,Beauty,Haircare,3,45075.85,135227.55,102526.79,10173.46,1452.94,15%,1854,Uttarakhand,21074.36,12629.74,Credit Card,Monday,June,Q2,High-Value,Offline,1.75
634799,27-04-2023,Fashion,Accessories,3,47603.85,142811.55,88078.93,13362.35,597.1,15%,1751,Punjab,40773.17,14419.39,Credit Card,Thursday,April,Q2,Low-Value,Offline,3.23
281715,09-04-2023,Electronics,Mobiles,1,14447.39,14447.39,11011.22,723.31,55.52,5%,2259,Uttarakhand,2657.34,1892.06,Cash,Sunday,April,Q2,Low-Value,Retail Store,4.74
793411,18-08-2023,Electronics,TVs,5,35674.11,178370.55,111661.69,8948.94,1682.99,15%,4866,Maharastra,56076.93,16102.72,Debit Card,Friday,August,Q3,Mid-Value,Offline,2
415741,02-10-2023,Home & Kitchen,Cookware,4,29847.53,119390.12,93382.56,9205.48,1782.09,10%,6054,Madhya Pradesh,15019.99,12577.08,UPI,Monday,October,Q4,Low-Value,Online,1.75
741113,05-06-2023,Electronics,TVs,2,22703.04,45406.08,33290.62,3449.35,761.41,No Discount,4143,Haryana,7904.7,3412.16,Credit Card,Monday,June,Q2,Mid-Value,Online,2.96
266791,20-04-2023,Home & Kitchen,Decor,4,37628.32,150513.28,112740.47,11944.38,1601.58,10%,7627,Madhya Pradesh,24226.85,20579.61,Credit Card,Thursday,April,Q2,Low-Value,Offline,1.63
340607,11-02-2023,Fashion,Shoes,5,24368.56,121842.8,81526.1,12099.03,1975.45,15%,5002,Himachal Pradesh,26242.22,17063.4,UPI,Saturday,February,Q1,Low-Value,Retail Store,2.38
244439,18-04-2023,Beauty,Makeup,4,34700.23,138800.92,101576.28,12842.68,906.92,5%,8136,Uttarakhand,23475.04,8645.14,Cash,Tuesday,April,Q2,Low-Value,Online,4.76
581155,13-02-2023,Beauty,Fragrances,1,40469.48,40469.48,29694.19,3181.78,349.77,10%,4072,Maharastra,7243.74,4549.96,UPI,Monday,February,Q1,Low-Value,Online,2.03
434913,04-11-2023,Electronics,TVs,2,16644.69,33289.38,25638.58,2958.22,226.19,No Discount,5864,Maharastra,4466.39,2634.78,Cash,Saturday,November,Q4,Low-Value,Offline,2.86
127944,04-06-2023,Home & Kitchen,Cookware,1,24868.78,24868.78,16276.47,2037.48,160.92,5%,7103,Punjab,6393.91,1271.91,Debit Card,Sunday,June,Q2,High-Value,Offline,1.54
386626,18-10-2023,Electronics,Laptops,5,31083.38,155416.9,115882.62,11751.13,491.06,15%,9495,Maharastra,27292.09,12633.03,UPI,Wednesday,October,Q4,High-Value,Retail Store,1.24
108381,05-01-2023,Beauty,Fragrances,3,18613.9,55841.7,42609.65,5048.45,1328.58,5%,5690,Uttarakhand,6855.02,6924.62,Cash,Thursday,January,Q1,Mid-Value,Offline,1.9
541026,03-06-2023,Home & Kitchen,Decor,4,33954.23,135816.92,82022.2,10829.64,726.06,No Discount,4975,Madhya Pradesh,42239.02,19073.76,Cash,Saturday,June,Q2,Mid-Value,Offline,4.27
291709,13-04-2023,Home & Kitchen,Decor,3,30065.76,90197.28,58219.99,5285.75,342.01,5%,7356,Haryana,26349.53,5879.37,Debit Card,Thursday,April,Q2,High-Value,Online,1.81
486578,19-08-2023,Fashion,Shoes,4,42279.93,169119.72,101702.5,15895.31,509.37,5%,9733,Madhya Pradesh,51012.54,11370.44,Cash,Saturday,August,Q3,Low-Value,Online,4.25
386974,02-05-2023,Home & Kitchen,Appliances,1,38317.77,38317.77,27688.4,1990.94,496.41,5%,2933,Haryana,8142.02,3614.73,Cash,Tuesday,May,Q2,Mid-Value,Online,4.62
609368,10-03-2023,Electronics,Laptops,3,9785.7,29357.1,21763.48,2019.55,408.5,5%,5325,Uttarakhand,5165.57,2052.9,UPI,Friday,March,Q1,Mid-Value,Offline,1.51
523852,09-03-2023,Home & Kitchen,Furniture,2,32159.88,64319.76,47256.59,5565.07,469.65,10%,5701,Haryana,11028.45,7866.23,UPI,Thursday,March,Q1,Mid-Value,Retail Store,2.97
495812,23-08-2023,Beauty,Haircare,3,25454.04,76362.12,58094.6,4231.93,1377.88,No Discount,8890,Haryana,12657.71,6286.14,UPI,Wednesday,August,Q3,Low-Value,Online,3.09
977650,14-03-2023,Beauty,Makeup,4,27909.62,111638.48,71145.3,7447.96,1021.27,5%,1106,Gujrat,32023.95,12104.43,Debit Card,Tuesday,March,Q1,Low-Value,Online,2.03
887478,04-03-2023,Electronics,Laptops,2,24152.44,48304.88,33930.18,3346.31,495.42,No Discount,1941,Gujrat,10532.97,5838.61,Credit Card,Saturday,March,Q1,Mid-Value,Offline,2.07
994845,12-03-2023,Fashion,Clothing,1,7486.5,7486.5,5449.26,653.77,369.39,5%,9088,Uttarakhand,1014.08,705.61,Debit Card,Sunday,March,Q1,Low-Value,Online,1.3
103778,08-12-2023,Beauty,Makeup,5,16993.72,84968.6,63877.09,5120.12,1425.58,15%,2934,Maharastra,14545.81,5239.4,Credit Card,Friday,December,Q4,Mid-Value,Online,3.7
845953,04-03-2023,Fashion,Clothing,2,43351.61,86703.22,56464.62,5258.96,684.42,No Discount,6808,Punjab,24295.22,6043.45,Debit Card,Saturday,March,Q1,High-Value,Offline,1.67
425354,21-06-2023,Beauty,Haircare,1,10452.33,10452.33,7181.44,1037.62,233.62,No Discount,8692,Madhya Pradesh,1999.65,1355.49,UPI,Wednesday,June,Q2,Mid-Value,Online,1.23
392457,30-08-2023,Fashion,Shoes,4,30988.86,123955.44,77459.44,8215.89,544.3,No Discount,7208,Maharastra,37735.81,17793.75,Cash,Wednesday,August,Q3,Mid-Value,Online,2.88
132664,06-04-2023,Home & Kitchen,Appliances,2,33638.26,67276.52,44563.88,4760.77,856.86,No Discount,6183,Haryana,17095.01,8502.6,UPI,Thursday,April,Q2,Mid-Value,Offline,2.91
794336,14-11-2023,Home & Kitchen,Cookware,2,6901,13802,10243.6,1190.32,184.63,5%,4589,Madhya Pradesh,2183.45,1692.16,UPI,Tuesday,November,Q4,Mid-Value,Offline,3.22
609180,28-03-2023,Beauty,Makeup,4,20457.42,81829.68,59459.19,8092.93,1856.43,No Discount,2687,Haryana,12421.13,11124.67,Debit Card,Tuesday,March,Q1,Low-Value,Retail Store,2.59
238431,15-12-2023,Fashion,Clothing,5,49548.28,247741.4,189986.61,23665.53,1370.69,5%,1016,Gujrat,32718.57,19344.53,Cash,Friday,December,Q4,High-Value,Online,1.33
634143,20-08-2023,Electronics,Mobiles,4,48086.45,192345.8,116711.72,18505.21,200.73,10%,1017,Uttarakhand,56928.14,19534.84,UPI,Sunday,August,Q3,High-Value,Online,3.55
431195,18-05-2023,Home & Kitchen,Decor,5,44785.13,223925.65,178203.3,13509.32,515.14,15%,6102,Haryana,31697.89,20413.54,UPI,Thursday,May,Q2,Mid-Value,Offline,1.38
130934,14-10-2023,Home & Kitchen,Decor,5,39833.76,199168.8,138765.7,18866.86,2425.7,No Discount,5631,Madhya Pradesh,39110.54,20428.61,Cash,Saturday,October,Q4,High-Value,Online,4.72
760520,05-02-2023,Electronics,Mobiles,2,37133.94,74267.88,53494.6,5663.83,421.27,10%,5303,Uttarakhand,14688.18,3934.4,Credit Card,Sunday,February,Q1,Low-Value,Retail Store,4.82
602759,15-11-2023,Home & Kitchen,Decor,1,9039.55,9039.55,5680.78,519.68,201.99,15%,5211,Maharastra,2637.1,591.63,UPI,Wednesday,November,Q4,Mid-Value,Online,5
863094,30-10-2023,Beauty,Fragrances,1,19490.97,19490.97,14367.52,1432.22,71.57,10%,1370,Maharastra,3619.66,1637.88,Credit Card,Monday,October,Q4,Mid-Value,Offline,3.08
486355,06-07-2023,Home & Kitchen,Decor,1,47960.04,47960.04,33001.99,3490.58,466.72,No Discount,8963,Uttarakhand,11000.75,6691.78,Debit Card,Thursday,July,Q3,Mid-Value,Offline,2.37
114099,15-04-2023,Home & Kitchen,Cookware,4,23445.66,93782.64,70514.84,7471.47,1829.07,No Discount,5425,Madhya Pradesh,13967.26,5615.93,Debit Card,Saturday,April,Q2,Low-Value,Retail Store,2.13
792833,31-07-2023,Fashion,Accessories,2,29310.22,58620.44,42333.57,3572.4,174.06,15%,8228,Madhya Pradesh,12540.41,7534.73,Cash,Monday,July,Q3,Mid-Value,Retail Store,3.94
810325,29-01-2023,Electronics,Audio Player,5,40070.63,200353.15,123689.02,11600.61,264.56,15%,6994,Uttarakhand,64798.96,22627.34,Debit Card,Sunday,January,Q1,High-Value,Online,4.26
643124,13-09-2023,Home & Kitchen,Cookware,3,23940.28,71820.84,47662.09,4915.53,243.51,No Discount,3122,Maharastra,18999.71,7806.54,UPI,Wednesday,September,Q3,Mid-Value,Offline,4.02
227801,04-03-2023,Electronics,Audio Player,4,43854.13,175416.52,127661.42,11336.93,1587.59,10%,1054,Himachal Pradesh,34830.58,26147.38,Debit Card,Saturday,March,Q1,Mid-Value,Offline,1.96
602931,18-04-2023,Electronics,Audio Player,2,21254.29,42508.58,32323.97,2880.77,162.05,10%,5740,Uttarakhand,7141.79,5282.45,Debit Card,Tuesday,April,Q2,Mid-Value,Offline,3.06
411518,04-02-2023,Electronics,Mobiles,4,45688.8,182755.2,125478.06,10947.49,1286.39,5%,1759,Himachal Pradesh,45043.26,12771.17,Cash,Saturday,February,Q1,High-Value,Online,2.78
948915,06-05-2023,Electronics,Laptops,4,45818.97,183275.88,125419.19,16219.52,1344.07,5%,6878,Maharastra,40293.1,20527.01,Cash,Saturday,May,Q2,High-Value,Online,1.55
861703,08-04-2023,Home & Kitchen,Decor,3,39949.09,119847.27,84416.4,9990.75,668.45,15%,6774,Maharastra,24771.67,17331.39,UPI,Saturday,April,Q2,High-Value,Retail Store,1.26
296304,03-05-2023,Beauty,Makeup,4,11699.9,46799.6,32034.38,4564.38,1006.12,No Discount,4470,Punjab,9194.72,4940.37,UPI,Wednesday,May,Q2,Low-Value,Retail Store,4.45
250960,17-06-2023,Beauty,Makeup,2,38626.31,77252.62,52308.38,6621.14,415.08,15%,4039,Maharastra,17908.02,5978.4,Debit Card,Saturday,June,Q2,High-Value,Online,1.96
817075,10-11-2023,Electronics,Mobiles,4,28848.83,115395.32,75216.12,7576.5,212.39,5%,5421,Maharastra,32390.31,8483.61,Cash,Friday,November,Q4,Mid-Value,Retail Store,4.56
830872,27-08-2023,Electronics,Mobiles,1,14873.13,14873.13,10938.66,862.65,445.84,10%,4150,Himachal Pradesh,2625.98,1792.18,Credit Card,Sunday,August,Q3,Mid-Value,Offline,1.16
747503,02-09-2023,Beauty,Fragrances,3,33600.7,100802.1,60869.64,5758.71,519.88,15%,6022,Haryana,33653.87,14848.93,Credit Card,Saturday,September,Q3,Mid-Value,Retail Store,3.11
840370,16-08-2023,Electronics,Laptops,1,20953.53,20953.53,16683.96,1372.48,235.84,5%,1142,Gujrat,2661.25,1884.2,Debit Card,Wednesday,August,Q3,High-Value,Retail Store,3.16
557033,30-11-2023,Home & Kitchen,Furniture,5,28353.29,141766.45,89513.73,12640.55,466.59,5%,4480,Haryana,39145.58,8832.6,Credit Card,Thursday,November,Q4,High-Value,Retail Store,4.44
417993,05-11-2023,Fashion,Shoes,5,11702.6,58513,43778.17,4484,1151.46,5%,3808,Uttarakhand,9099.37,3321.21,Credit Card,Sunday,November,Q4,Mid-Value,Offline,1.44
743397,23-09-2023,Beauty,Fragrances,5,44754.21,223771.05,178068.7,19426.9,1616.8,No Discount,2772,Haryana,24658.65,18538.12,Debit Card,Saturday,September,Q3,Low-Value,Retail Store,3.89
658226,13-07-2023,Beauty,Makeup,4,17506.18,70024.72,45310.01,6474.97,1258.06,5%,1664,Haryana,16981.68,6718.92,Debit Card,Thursday,July,Q3,Low-Value,Online,3.71
279247,20-11-2023,Electronics,TVs,3,15034.37,45103.11,30390.83,4328.16,772.45,No Discount,2391,Haryana,9611.67,4447.47,Cash,Monday,November,Q4,Mid-Value,Offline,2.5
445530,29-12-2023,Fashion,Clothing,3,14704.89,44114.67,26746,3154.14,931.66,5%,3744,Haryana,13282.87,4518.69,UPI,Friday,December,Q4,Low-Value,Offline,1.25
163288,01-05-2023,Fashion,Shoes,1,22137.55,22137.55,15895.02,2087.3,333.11,15%,2325,Haryana,3822.12,2991.25,Credit Card,Monday,May,Q2,Low-Value,Offline,4.13
276950,03-11-2023,Beauty,Makeup,2,5421.07,10842.14,7934.91,824.08,323.32,10%,9580,Madhya Pradesh,1759.83,1490.4,Credit Card,Friday,November,Q4,High-Value,Offline,2.36
974589,07-11-2023,Fashion,Shoes,2,38482.76,76965.52,53249.09,7287.12,200.42,10%,8562,Madhya Pradesh,16228.89,8274.25,Debit Card,Tuesday,November,Q4,Mid-Value,Online,1.16
916416,28-11-2023,Home & Kitchen,Furniture,2,16737.09,33474.18,24497.21,1851.49,686.84,5%,2582,Gujrat,6438.64,4976.4,Debit Card,Tuesday,November,Q4,High-Value,Offline,4.41
426937,05-07-2023,Electronics,TVs,3,21677.34,65032.02,46662.24,4107.78,965.46,10%,2995,Maharastra,13296.54,3539.32,Credit Card,Wednesday,July,Q3,High-Value,Online,2.16
202211,15-02-2023,Fashion,Clothing,1,6757.53,6757.53,4760.17,444.65,480.9,No Discount,3619,Himachal Pradesh,1071.81,582.23,Debit Card,Wednesday,February,Q1,Mid-Value,Retail Store,3.64
191501,17-02-2023,Fashion,Accessories,1,41990.48,41990.48,28964.38,3925.6,293.02,No Discount,2039,Madhya Pradesh,8807.48,2118.82,UPI,Friday,February,Q1,Low-Value,Retail Store,4.28
700521,08-12-2023,Home & Kitchen,Decor,1,44415.57,44415.57,27882.24,3175.29,80.99,10%,2649,Uttarakhand,13277.05,2700.22,UPI,Friday,December,Q4,Low-Value,Online,2.27
713655,21-04-2023,Electronics,Mobiles,3,49027.5,147082.5,99144.93,11973.39,1202.2,5%,8030,Gujrat,34761.98,21282.29,Debit Card,Friday,April,Q2,Low-Value,Retail Store,2.14
479770,31-08-2023,Home & Kitchen,Decor,3,36669.55,110008.65,76212.81,5919.94,466.23,10%,4790,Himachal Pradesh,27409.67,12586.91,Debit Card,Thursday,August,Q3,High-Value,Online,1.53
757996,13-07-2023,Home & Kitchen,Furniture,2,9111.13,18222.26,14180.09,947.74,204.14,No Discount,3220,Uttarakhand,2890.29,2168.87,UPI,Thursday,July,Q3,High-Value,Online,2.98
198647,09-05-2023,Fashion,Shoes,2,7424.39,14848.78,10945.03,954.22,706.87,15%,2765,Gujrat,2242.66,1144.14,UPI,Tuesday,May,Q2,High-Value,Retail Store,1.93
498893,01-05-2023,Home & Kitchen,Appliances,4,36994.81,147979.24,105523.31,11695.06,1858.06,No Discount,7468,Punjab,28902.81,21882.79,Cash,Monday,May,Q2,Low-Value,Retail Store,3.84
888515,23-09-2023,Beauty,Fragrances,1,35931.25,35931.25,22455.17,2565.15,318.83,15%,7882,Haryana,10592.1,3143.42,UPI,Saturday,September,Q3,Low-Value,Offline,1.46
775302,27-12-2023,Electronics,Audio Player,4,20218.3,80873.2,62269.56,4363.72,1725.53,15%,5889,Himachal Pradesh,12514.39,10084.65,Cash,Wednesday,December,Q4,Mid-Value,Retail Store,2.98
421956,04-09-2023,Beauty,Haircare,2,44732.5,89465,70385.3,8708.97,680.38,5%,8514,Haryana,9690.35,12296.52,Credit Card,Monday,September,Q3,Mid-Value,Online,2.02
410428,03-08-2023,Fashion,Clothing,2,30537.07,61074.14,46477.77,4013.49,865.21,15%,1885,Himachal Pradesh,9717.67,8865.21,Debit Card,Thursday,August,Q3,High-Value,Retail Store,2.35
828365,30-06-2023,Electronics,Laptops,3,28512.43,85537.29,60079.95,6212.19,1280.7,15%,5336,Madhya Pradesh,17964.45,9093.29,Debit Card,Friday,June,Q2,Mid-Value,Offline,4.06
334028,16-10-2023,Home & Kitchen,Decor,5,13882.64,69413.2,50275.72,3970.03,582.7,10%,4037,Haryana,14584.75,8627.39,UPI,Monday,October,Q4,Mid-Value,Retail Store,3.34
421576,06-03-2023,Beauty,Skincare,1,39127.79,39127.79,27103.25,1985.16,437.39,5%,4212,Himachal Pradesh,9601.99,4533.26,Credit Card,Monday,March,Q1,Mid-Value,Retail Store,4.32
502367,07-09-2023,Electronics,Laptops,2,35248.3,70496.6,47537.75,6810.98,180.16,5%,6895,Madhya Pradesh,15967.71,8466.17,UPI,Thursday,September,Q3,Low-Value,Online,4.77
715676,21-02-2023,Electronics,Audio Player,5,6529.44,32647.2,21025.92,1633.91,2302.1,15%,5623,Gujrat,7685.27,3304.54,Cash,Tuesday,February,Q1,Mid-Value,Offline,2.77
602301,28-01-2023,Fashion,Shoes,3,40481.07,121443.21,87049.03,7592.6,473.48,15%,7314,Punjab,26328.1,9245.69,Credit Card,Saturday,January,Q1,Low-Value,Offline,4.15
576182,12-03-2023,Electronics,Laptops,5,14290.34,71451.7,45384.45,4112.62,626.98,No Discount,4292,Uttarakhand,21327.65,8770.43,UPI,Sunday,March,Q1,Low-Value,Online,3.77
873795,07-03-2023,Home & Kitchen,Decor,3,24955.8,74867.4,57653.25,3766.05,371.75,5%,4475,Punjab,13076.35,5510.96,Credit Card,Tuesday,March,Q1,High-Value,Offline,3.9
714704,24-12-2023,Fashion,Accessories,5,43328.91,216644.55,154600.67,19200.59,546.28,No Discount,7790,Haryana,42297.01,24253.72,Debit Card,Sunday,December,Q4,High-Value,Online,2.98
180334,03-05-2023,Electronics,Laptops,5,9585.19,47925.95,33898.47,3429.49,2129.64,No Discount,4844,Uttarakhand,8468.35,5959.88,UPI,Wednesday,May,Q2,Low-Value,Retail Store,1.99
426177,19-03-2023,Fashion,Clothing,4,26862.82,107451.28,77025.34,5418.47,434.15,5%,4222,Punjab,24573.32,11259.13,Cash,Sunday,March,Q1,Mid-Value,Offline,4.72
133254,19-05-2023,Beauty,Makeup,5,31918.52,159592.6,95919.27,13417.39,1547.82,15%,2783,Haryana,48708.12,14125.04,Credit Card,Friday,May,Q2,Low-Value,Offline,3.46
240336,12-02-2023,Home & Kitchen,Appliances,2,33731.38,67462.76,43693.84,4570.32,179.76,5%,1056,Madhya Pradesh,19018.84,5797.28,Debit Card,Sunday,February,Q1,Low-Value,Online,1.25
924803,20-11-2023,Beauty,Makeup,1,27977.45,27977.45,17306.92,1628.12,422.41,10%,7005,Punjab,8620,2858.53,Debit Card,Monday,November,Q4,Mid-Value,Online,2.34
872033,30-03-2023,Beauty,Fragrances,3,47883.48,143650.44,106804.64,11875.35,619.09,10%,3008,Madhya Pradesh,24351.36,14564.71,Credit Card,Thursday,March,Q1,Low-Value,Retail Store,3.94
192719,16-04-2023,Home & Kitchen,Decor,3,15425.27,46275.81,29345.59,2631.75,355.01,No Discount,1723,Madhya Pradesh,13943.46,6743.82,Debit Card,Sunday,April,Q2,Mid-Value,Retail Store,2.09
624583,20-09-2023,Electronics,Audio Player,1,38640.61,38640.61,28936.74,3354.22,349.83,15%,6198,Madhya Pradesh,5999.82,5379.3,Credit Card,Wednesday,September,Q3,Low-Value,Online,4.5
900461,02-03-2023,Electronics,Laptops,1,44495.5,44495.5,33240.83,3238.62,401.28,No Discount,6538,Gujrat,7614.77,3145.53,UPI,Thursday,March,Q1,High-Value,Offline,3.92
266180,25-03-2023,Fashion,Shoes,5,29807.61,149038.05,116398.27,10181.81,1857.69,5%,6196,Maharastra,20600.28,21102.78,UPI,Saturday,March,Q1,High-Value,Online,3.84
680989,25-04-2023,Home & Kitchen,Appliances,4,24599.06,98396.24,60280.23,5184.02,1962.82,No Discount,2245,Uttarakhand,30969.17,8680.31,Debit Card,Tuesday,April,Q2,High-Value,Retail Store,4.19
296899,07-12-2023,Fashion,Clothing,5,30907.15,154535.75,111010.43,8667.38,2355.67,No Discount,9444,Gujrat,32502.27,8023.68,Credit Card,Thursday,December,Q4,Mid-Value,Retail Store,4.54
993856,31-03-2023,Home & Kitchen,Furniture,4,33469.3,133877.2,102399.55,10267.08,252.88,5%,9359,Himachal Pradesh,20957.69,19987.77,Cash,Friday,March,Q1,Mid-Value,Retail Store,2.53
943162,21-06-2023,Beauty,Skincare,1,25683.44,25683.44,18473.94,2335.97,262.28,15%,7921,Haryana,4611.25,2540.36,UPI,Wednesday,June,Q2,Mid-Value,Retail Store,3.74
137407,31-05-2023,Electronics,Laptops,1,19858.41,19858.41,14544.49,1209.76,483.23,15%,1165,Madhya Pradesh,3620.93,2961.87,Debit Card,Wednesday,May,Q2,Low-Value,Retail Store,2.95
221631,09-06-2023,Home & Kitchen,Furniture,2,21657.57,43315.14,28685.62,3707.45,758.64,10%,4991,Punjab,10163.43,4936.5,Cash,Friday,June,Q2,High-Value,Online,4.79
230899,21-07-2023,Beauty,Haircare,2,7357.66,14715.32,9783.8,1216.23,476.34,5%,7738,Maharastra,3238.95,745.62,Cash,Friday,July,Q3,Low-Value,Online,1.39
602091,08-10-2023,Fashion,Shoes,2,43559.34,87118.68,53588.05,6227.27,866.46,5%,2850,Maharastra,26436.9,11026.08,Credit Card,Sunday,October,Q4,Mid-Value,Offline,1.98
952909,16-05-2023,Fashion,Accessories,1,28795.81,28795.81,18821.86,2530.67,150.8,No Discount,5476,Maharastra,7292.48,3321.68,Cash,Tuesday,May,Q2,Mid-Value,Retail Store,3.6
445425,18-11-2023,Home & Kitchen,Appliances,4,41811.09,167244.36,131978.14,10026.36,386.87,15%,6987,Punjab,24852.99,22124.8,Cash,Saturday,November,Q4,Low-Value,Retail Store,2.49
932541,19-06-2023,Home & Kitchen,Furniture,5,43000.53,215002.65,145930.32,19046.31,2243.45,15%,2226,Maharastra,47782.57,30262.41,Debit Card,Monday,June,Q2,High-Value,Retail Store,4.13
790148,15-10-2023,Electronics,TVs,5,46503.97,232519.85,169869.68,21937.55,1366.85,No Discount,6402,Himachal Pradesh,39345.77,26716.07,UPI,Sunday,October,Q4,Low-Value,Retail Store,4.49
151492,20-12-2023,Home & Kitchen,Cookware,2,12352.5,24705,18006.16,2361.73,229.11,5%,9230,Maharastra,4108,2684.47,Debit Card,Wednesday,December,Q4,Low-Value,Offline,3.72
885605,16-07-2023,Fashion,Clothing,5,37259.57,186297.85,143903.38,11312.02,1214.71,15%,2898,Gujrat,29867.74,11263.68,Debit Card,Sunday,July,Q3,Low-Value,Retail Store,1.79
124198,27-08-2023,Beauty,Skincare,4,15046.66,60186.64,46873.34,3330.35,1360.74,5%,7616,Madhya Pradesh,8622.21,3367.01,Cash,Sunday,August,Q3,Low-Value,Retail Store,2.66
